Symbol,Name
0KEJ,LYXOR INTL ASSET MANAGEMENT ETF DJ STOXX
0KEQ,LYXOR INTL ASSET MANAGEMENT LYXOR ETF
0KEZ,LYXOR INTL ASSET MANAGEMENT LYXOR ETF
0KF5,DAIMLER AG ORD NPV(REGD)
0KFE,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KFH,REVENIO GROUP CORP EUR0.30
0KFU,SODIFRANCE NPV (ASNT 08/05/09 HP2M CASH)
0KFX,DANONE ORD EUR0.25
0KFZ,KOSTENETZ JSC-KOSTENETZ BGN1
0KG0,TIETO OYJ ORD NPV
0KG2,MAGNAT REAL ESTATE OPPS GMBH & CO NPV
0KGE,BULGARI RESERVE PROPERTIES REIT-SOF BGN1
0KGQ,UNITED INTERNATIONAL ENTERPRISE COM STK
0KGY,BTS GROUP AB NPV`B`
0KHE,SONGA OFFSHORE EUR0.11
0KHH,GEOX S.P.A. ORD EUR0.1
0KHZ,IVG IMMOBILIEN AG NPV
0KI5,UPONOR OYJ NPV
0KII,SSAB AB SER`A`NPV
0KIZ,NEW WAVE GROUP AB SER`B`NPV
0KJ7,IBERSOL SGPS SA EUR1
0KJD,MARINA PORTOROC NPV
0KK7,BEE TEAM SPA NPV
0KLO,PORTUCEL-EMPRESA PRODUTORA DE PASTA EUR1
0KSA,POL-AQUA S.A. PLN1
0KSX,RUCH S.A. PLN1
0KUR,PSI AG ORD NPV
0KUV,ATARI EUR1
0KUY,PNE WIND AG NPV(REGD)
0KV7,TOMRA SYSTEMS ASA NOK1
0KVR,KLOEKNER & CO NPV
0KVV,EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1
0KW8,BRIO AB NPV SER`B`
0KX9,GLOBAL TENDER BARGES ASA NOK0.60
0KXO,PLAMA PUR NPV
0KYY,AEGEK SA EUR0.32
0KZA,MOTORS LIQUIDATION CO USD1.666
0L8Z,CONTEXTVISION AB SEK0.25
0L91,GRUPO EMPRESARIAL SAN JOSE SA EUR0.03
0L9E,CREDIT SUISSE GROUP CHF0.04
0L9F,LUNDIN MINING CORP SDR-EACH REPR 1 COM
0L9G,AP MOLLER-MAERSK A/S `B`DKK1000
0L9J,QUANMAX AG EUR1
0L9Q,FISKARS AB OY NPV
0L9Z,KABE NUSVAGNAR SER`B`NPV
0LBF,VALE SA ADR REPR 1 ORD SHS NPV SPON
0LBM,TRASMISSIONE ELETTRICITA RETE NAZIO ORD
0LBY,MONTE NPV
0LC3,PHYLAXIA 1912 HLDG HUF200
0LC6,CPU SOFTWAREHOUSE AG NPV
0LCR,FUCHS PETROLUB AG NON VTG PRF NPV
0LCX,PETROLEUM GEO SERVICES ASA NOK3
0LD0,GDF SUEZ EUR1
0LD4,EAG-BETEILIGUNGS AG NPV
0LD5,FOURLIS HLDG EUR1
0LGI,HAVILA SHIPPING NOK25
0LLP,TISCALI SPA NPV
0LN5,HUNTER DOUGLAS NV EUR0.24
0LN7,AIR FRANCE - KLM EUR8.50(REGD)
0LNG,KONINKLIJKE PHILIPS ELECTRONICS NV
0LNJ,VASTNED RETAIL EUR5
0LNQ,BAM GROEP NV(KONINKLIJKE) ORD EUR0.10
0LNT,FUGRO NV EUR0.05
0LO3,WESSANEN(KONINKLIJKE)NV CVA EUR1(POST
0LO4,WOLTERS-KLUWER NV CVA EUR0.12
0LO6,C.S.M NV EUR0.25
0LO8,ROYAL BOSKALIS WESTMINSTER GROEP NV
0LO9,AMG ADVANCED METALLURGICAL GROUP N.
0LOA,KONINKLIJKE AHOLD NV EUR0.30
0LOD,REED ELSEVIER NV EUR0.07
0LP3,IMPRESA SGPS SA EUR0.5
0LP5,MULINSAR SA SICAV EUR10
0LQ1,CONTINENTAL AG NPV
0LQ4,KRONES AG ORD NPV
0LR2,AMPLI PLN1
0LRI,JUMBO SA EUR1.4
0LRK,BANKIER PLN1
0LRL,ULMA CONSTRUCCION SA PLN2
0LS5,NG2 SA PLN0.10
0LS8,CENTRAL EUROPEAN DISTRIBUTION CORP COM
0LSA,CENTROSTAL PLN2(BR)
0LSL,CYFROWY POLSAT SA PLN0.04
0LSR,DEBICA PLN8
0LTG,ENERGOPOL PLN4
0LTI,ENERGOMONTAZ POLNOC PLN3.5
0LUG,INTERNETOWY DOM MAKLERSKI S.A. PLN0.1
0LUS,IRENA(HUTA SZKLA)SA PLN3
0LVJ,LENA LIGHTING S.A. PLN0.05
0LVK,LENTEX PLN2.05
0LVL,LPP SA PLN2
0LW9,M.W. TRADE S.A. PLN0.1
0LWG,NFI JUPITER PLN0.1
0LWH,NFI PROGRESS PLN0.10
0LX1,OPTIMUS SA PLN1
0LXB,POLISH ENERGY PARTNERS SA PLN2
0LXC,PEPEES PLN0.06
0LY1,QUMAK-SEKOM PLN1
0LZL,WIELTON SA PLN0.2
0M09,ROCKWOOL INTERNATIONAL SER`A`DKK10
0M0A,ROCKWOOL INTERNATIONAL `B`SHS DKK10
0M0E,ERCROS SA EUR1.60
0M0P,PETROL BONUS D.D. NPV
0M0Q,SOS CORPORACION ALIMENTARIA SA EUR1.5025
0M1M,J.W. SUOMINEN YHTYMA OYJ ORD NPV
0M29,BULGARIAN RIVER SHIPPING EAD BGN1
0M2N,ORION CORPORATION SER`A`NPV
0M2O,ORION CORPORATION SER`B`NPV
0M2Q,TELEFONAKTIEBOLAGET LM ERICSSON NPV
0M2T,KPS AG NPV
0M2Z,STATOIL ASA NOK2.50
0M32,STORA ENSO OYJ SER`A`NPV(SEK QUOTE)
0M3Q,BEFIMMO SCA NPV SICAFI
0M40,TALLINK GROUP AS EEK10
0M42,FERROVIAL SA ORD EUR0.2
0M5J,DET NORSKE OLJESELSKAP ASA NOK0.20
0M69,OTP BANK HUF100
0M6I,HEIJMANS ORD
0M6J,H & H INTERNATIONAL `B` DKK100
0M6P,S.E.S.SA FIDUCIARY DR EACH REP 1`A`SHS
0M6S,ALLIANZ SE ORD SHS NPV(REGD)
0M6U,BIF(HUNGARY) HUF100
0M8V,PHILIP MORRIS INTERNATIONAL INC NPV
0M9A,HANNOVER RUECKVERSICHERUNGS AG ORD
0MC5,PUBLIC POWER CORP S.A. EUR4.60
0MCB,EWORK SCANDINAVIA AB NPV
0MCG,HAMBORNER REIT AG NPV
0MCJ,SVENSKA CELLULOSA AB-SCA SER`A`NPV
0MCK,SVENSKA CELLULOSA AB-SCA SER`B`NPV
0MCY,FOTEX HLDGS SE EUR0.42
0MD8,PLAISIO COMPUTERS SA EUR0.32
0MD9,NORTH ENERGY ASA NOK1
0MDS,ARYZTA AG CHF0.02
0MDT,ELECTROLUX AB SER`B`NPV
0MEC,NORDEX AG NPV(POST REVERSE-SPLIT)
0MEL,DECEUNINCK NPV
0MET,KONECRANES OYJ NPV
0MFA,ARISE WINDPOWER
0MFT,BEFIMMO SCA NPV SICAFI
0MFU,AGFA GEVAERT NV ORD NPV
0MFW,KBC ANCORA CVA NPV
0MFY,ARYZTA AG CHF0.02
0MG0,AAREAL BANK EUR26
0MG1,FIELMANN AG NPV
0MG2,HEIDELBERGCEMENT AG NPV
0MG5,ELRINGKLINGER AG NPV
0MGB,GENMAB AS DKK1(BR)
0MGC,NKT HLDG AS DKK20
0MGD,JYSKE BANK AS DKK10
0MGE,SYDBANK AS DKK10
0MGG,KEMIRA OYJ NPV
0MGH,CARGOTEC CORPORATION NPV ORD `B`
0MGI,OUTOTEC OYJ NPV
0MGJ,VICAT EUR4
0MGL,M6-METROPOLE TELEVISION EUR0.40
0MGN,SECHILIENNE EUR0.0385
0MGO,JC DECAUX SA NPV
0MGP,BIC EUR3.82
0MGR,FAURECIA EUR7
0MGS,SEB SA EUR1
0MGV,ERAMET EUR3.05
0MH1,BUREAU VERITAS EUR0.12
0MH6,IPSEN EUR1
0MHC,ERG SPA EUR0.10
0MHD,ACEA SPA EUR5.16
0MHJ,AZIMUT HLDG SPA ORD NPV
0MHM,SCHIBSTED ASA NOK1
0MHP,DNO INTERNATIONAL ASA NOK0.25
0MHQ,SEVAN MARINE AS ORD NOK0.2
0MHR,PETROLEUM GEO SERVICES ASA NOK3
0MHT,PEAB AB SER`B`NPV
0MHU,INDUSTRIVARDEN AB SER`C`NPV
0MHW,VOLVO(AB) SER`A`NPV
0MHZ,SSAB AB SER`B`NPV
0MI0,AUTOLIV INC USD1 SDR
0MI3,JM AB NPV
0MIP,CA IMMOBILIEN ANLAGEN AG NPV
0MIU,IMMOEAST AG NPV(BR)
0MJ1,PALFINGER AG NPV
0MJ9,SPARKASSEN IMMOBILIENANLAGEN AG NPV
0MJF,VOEST-ALPINE AG NPV
0MJH,ZUMTOBEL AG EUR10
0MJK,ERSTE GROUP BANK AG NPV
0MJT,ANTENA 3 TELEVISION EUR0.75
0MJX,AKER ASA SER `A` NOK28
0MJZ,ANDRITZ AG NPV (POST SPLIT)
0MK3,BINCKBANK NV EUR0.10
0MK8,LOQUS HOLDINGS PLC EUR0.232937
0MKA,CATALANA OCCIDENTE SA DE SEGUROS EUR0.30
0MKF,OCE NV EUR0.50
0MKG,OBRASCON HUARTE LAIN SA EUR0.60
0MKH,OMV AG NPV
0MKJ,PROLOGIS EUROPEAN PROPERTIES UNITS
0MKK,OESTERREICHISCHE POST AG NPV
0MKL,RAIFFEISEN INTERNATIONAL BANK-HLDG NPV
0MKM,SLIGRO FOOD GROUP NV EUR0.06
0MKN,SMIT INTERNATIONALE EUR2.30
0MKO,SOL MELIA S.A. EUR0.20
0MKP,STRABAG SE NPV
0MKS,TOMTOM NV NPV
0MKT,TECNICAS REUNIDAS EUR0.1
0MKU,TITAN CEMENT CO EUR2
0MKV,OESTERREICHISCHE ELEKTRIZITATS AG
0MKW,VISCOFAN ENVOLTURAS CELULOSICAS SA
0MKX,VOEST-ALPINE AG NPV
0MKY,WAVIN NV EUR0.05
0MKZ,WIENERBERGER AG NPV
0ML0,SONAE SGPS SA EUR1
0ML1,EDP RENOVAVEIS SA EUR5
0ML3,MEVAK AS EUR33.19
0MLC,BEEF-SAN ZAKLADY MIESNE SA PLN1
0MLG,ANDRE TRIGANO EUR4
0MLJ,
0MLU,XACT OMX30 ETF
0MLY,SKYEUROPE HOLDING AG EUR1
0MM3,CETECO HLDGS NV CVA(PART-EXCH)NLG10
0MM7,KPNQWEST EUR0.50 SER`C`
0MMA,BALDA AG NPV
0MMJ,TOM TAILOR HOLDING AG NPV
0MN3,POLSKA GRUPA ENERGETYCZNA SA PLN10
0MN5,SWORD GROUP EUR1 (POST CONSOLIDATION)
0MNA,ROTO SMEETS NV EUR5
0MNC,RTL GROUP NPV
0MNJ,DYSON GROUP ORD GBP0.25
0MNK,KPNQWEST EUR0.50 SER`C`
0MNL,ASSECO SLOVAKIA EUR0.033
0MNN,AQUA PLN16
0MNQ,CYFROWY POLSAT SA PLN0.04
0MNU,MICRONIC MYDATA AB NPV
0MO3,CENTRAL EUROPEAN DISTRIBUTION CORP COM
0MOC,AQUA PLN16
0MOH,TANDBERG ASA NOK1(NEW)
0MOZ,BAYERISCHE MOTOREN WERKE AG EUR1
0MP0,DEUTSCHE POSTBANK AG NPV
0MP1,DEUTSCHE TELEKOM AG NPV(REGD)
0MP3,E.ON AG NPV
0MPH,DEUTSCHE TELEKOM AG NPV(REGD)
0MPJ,GEA GROUP AG NPV
0MPL,SGL CARBON SE NPV
0MPM,METRO AG NPV
0MPP,E.ON AG NPV
0MPQ,LEONI AG NPV
0MPT,BRENNTAG AG NPV
0MQ0,NORTH MEDIA AS DKK5
0MQ2,P/F BAKKAFROST DKK1
0MQ4,SETFORGE EUR30
0MQC,TTS GROUP ASA NOK0.50
0MQG,MICRONIC MYDATA AB NPV
0MQT,MOTOR OIL SA EUR0.30(CR)
0MR4,BYGGMAX GROUP AB NPV
0MR6,CHR HANSEN HOLD
0MR7,ELEMENT 21 GOLF CO COM STK USD0.01
0MRH,AVALON INNOVATION AB SER`B`NPV
0MRI,FASHION BOX EUR0.30
0MRL,ALITA LTL1
0MRM,BANG & OLUFSEN HLDG DKK10 `B`
0MRP,HEIDELBERGER DRUCKMASCHINEN AG NPV
0MRS,BOIZEL CHANOINE CHAMPAGNE EUR5
0MS5,S.A.G.A. EUR7(REGD)
0MSD,COMPUGROUP MEDICAL AG NPV
0MSE,NYESA VALORES CORPORACION SA EUR1.2
0MSJ,TGS NOPEC GEOPHYSICAL CO ASA NOK0.25
0MT6,STAKEHOLDERS` MOMENTUM INV TST PLC ORD
0MT8,DRAEGERWERK AG & CO KGAA RFD 01/01/10
0MTD,SWEDISH ORPHAN BIOVITRUM AB NPV
0MTK,INTERVEST OFFICES ORD NPV
0MTQ,WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MTR,LIMELIGHT VCT ORD GBP0.10
0MTZ,NOVABASE SGPS SA EUR0.5(REGD)
0MU2,WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MU6,BANCA POPOLARE DELL`EMILIA ROMAGNA EUR3
0MUF,CENIT AG NPV
0MUM,EDENRED ORD
0MUN,IREN SPA EUR1
0MV2,FREENET AG NPV
0MV4,PHILIP MORRIS(CZ) CZK1000
0MV5,VT GROUP ORD GBP0.05
0MV6,LAURENT-PERRIER EUR3.8
0MV8,TECHNICOLOR SA EUR0.10
0MV9,HELLENIC EXCHANGES HLDGS EUR1.75
0MVM,SII EUR2
0MVY,SFC ENERGY AG NPV
0MW2,STOCKMANN AB(OY) `B`EUR2
0MW7,LEGRAND PROMESSE EUR4
0MWI,STALLERGENES EUR1
0MWK,LINDAB INTL AB NPV
0MYY,POWSZECHNY ZAKLAD UBEZPIECZEN SA PLN1
0MYZ,STROER OUT-OF-HOME MEDIA AG NPV
0MZX,VIENNA INSURANCE GROUP NPV
0N08,PANORO ENERGY ASA SEK1.46
0N2C,WERELDHAVE BELGIUM NPV
0N2Q,BIJOU BRIGITTE NPV
0N2R,CHRIST WATER TECHNOLOGY AG NPV
0N2Z,VOSSLOH AG NPV
0N4I,DANIELI & C DI RISP EUR1(NON CV)
0N4Y,COLRUYT SA NPV
0N54,A2A SPA EUR0.52
0N5H,ADLER REAL ESTATE AG NPV
0N5Z,ALTAMIR AMBOISE EUR6
0N61,AMPLIFON EUR0.02
0N6B,ARCADIS NV EUR0.02
0N6K,AVANQUEST SOFTWARE SA EUR1
0N6O,BASIC NET SPA EUR0.52
0N6Q,BEGHELLI SPA EUR0.05
0N70,BIOTEST AG NON VTG PRF DEM5
0N75,BONDUELLE EUR7
0N7D,BURE EQUITY NPV
0N7I,CAIRO COMMUNICATIONS EUR0.052
0N7N,COMPAGNIE DES ALPES NPV
0N8F,CEWE COLOR HOLDING AG NPV
0N9F,EINHELL GERMANY AG NON VTG PREF NPV
0N9G,ENDESA SA EUR1.2(REGD)
0N9K,ELMOS SEMICONDUCTOR AG NPV
0N9O,EMAK EUR0.26
0N9S,ENI EUR1
0N9V,ESSO(FRANCAISE) EUR7.65
0N9W,NETGEM NPV
0N9Z,EVS BROADCAST EQUIPMENT NPV
0NBD,HEINEKEN HLDG ORD EUR1.6
0NBI,HAMBURGER HAFEN UND LOGISTIK AG NPV
0NBX,IFIS EUR1
0NC0,IMMOBEL NPV
0NC5,INVESTOR AB SER`A`NPV
0NC6,INVESTOR AB SER`B`NPV
0NCA,IVU TRAFFIC TECHNOLOGIES AG NPV
0NCV,LENZING AG NPV
0NCY,LAMDA DEVELOPMENT SA EUR0.30
0ND2,LPKF LASER & ELECTRONICS AG NPV
0ND3,LANDI RENZO SPA EUR0.10
0ND5,LUNDBECK(H) A/S DKK5
0NDA,MANITOU EUR1
0NDP,MLP AG NPV
0NDV,MORPHOSYS NPV
0NE1,MEDIASET SPA EUR0.52
0NES,ORIOLA-KD CORPORATION SER`B`NPV
0NEX,ORPEA EUR2.5
0NEY,USU SOFTWARE AG NPV
0NF3,PAION AG NPV(BR)
0NFP,PRIMA INDUSTRIE SPA EUR2.5
0NFS,ESPRINET EUR0.15(POST SUBDIVISION)
0NG6,ADENOR GROUP NPV(POST SPLIT)
0NGP,HOME INVEST BELGIUM NPV
0NHV,RECTICEL NPV
0NI1,RHEINMETALL AG NPV
0NIF,SMA SOLAR TECHNOLOGY AG NPV (BR)
0NIG,SABAF SPA EUR1
0NIJ,SAES GETTERS EUR0.52
0NIK,SAES GETTERS DI RISP EUR0.52 NC
0NIQ,SARTORIUS NPV
0NIR,SARTORIUS NON VTG PFD NPV
0NIS,SBM OFFSHORE N.V. EUR0.25
0NJ5,SAFILO GROUP EUR5
0NJP,SOL EUR0.52
0NJQ,SOPRA GROUP EUR4
0NKL,TELEKOM AUSTRIA(TA) NPV
0NL1,TEPLA ORD NPV
0NL3,TRELLEBORG AB SER`B`NPV
0NLV,VITA 34 INTERNATIONAL AG NPV(REGD)
0NLY,VERBIO VEREINIGTE BIOENERGIE AG NPV
0NM7,VIRBAC EUR1.25
0NMK,VESTAS WIND SYSTEMS DKK1
0NMO,WACKER CHEMIE AG NPV
0NMR,WERELDHAVE NV EUR10
0NMU,WOLTERS-KLUWER NV CVA EUR0.12
0NNC,ZIGNAGO VETRO EUR0.10
0NNF,ALFA LAVAL AB NPV
0NNR,LUNDIN PETROLEUM AB NPV
0NO0,STOREBRAND ASA `A`NOK5
0NO1,TKH GROUP CVA EUR0.25
0NO6,AMPER SA EUR1(REGD)
0NOF,PROCTER & GAMBLE CO COM STK NPV
0NOL,ADVA AG NPV
0NP8,ADP PROMESSES EUR3
0NP9,AIXTRON AG ORD NPV
0NPH,CARREFOUR EUR2.5
0NPL,CHRISTIAN DIOR EUR2
0NPP,DSM NV EUR1.50
0NPT,EIFFAGE EUR4
0NPV,GAS NATURAL SDG SA EUR1
0NPX,IMERYS SA EUR2
0NQ2,MAPFRE SA ORD EUR0.10
0NQ5,NEOPOST EUR1
0NQC,PANDORA A/S DKK1
0NQE,PUMA AG NPV
0NQF,RENAULT(REGIE NATIONALE DES USINES) ORD
0NQG,REPSOL YPF SA EUR1
0NQH,RHOEN KLINIKUM AG ORD NPV
0NQM,VINCI EUR2.5
0NQP,SNAM RETE GAS EUR1
0NQT,TELEVISION FRANCAISE(T.F.1) EUR0.20
0NR1,VERBUND AG CLASS`A`NPV
0NR2,VALLOUREC(USIN A TUB DE LOR ESCAUT) EUR2
0NR4,WACKER CHEMIE AG NPV
0NRE,ENEL SPA EUR1
0NRG,BILFINGER BERGER SE NPV
0NRN,CATALANA OCCIDENTE SA DE SEGUROS EUR0.30
0NSS,MARR EUR0.5
0NT5,FOURLIS HLDG EUR1
0NTI,GERRESHEIMER GROUP NPV
0NTM,OESTERREICHISCHE POST AG NPV
0NTU,ELIA SYSTEM OPERATOR NPV
0NUG,MAGYAR TELEKOM TELECOMMUNICATIONS
0NUK,AVANZA BANK HLDG AB NPV
0NUT,LEASEINVEST REAL ESTATE NPV
0NUX,PRYSMIAN SPA EUR0.10
0NV0,SOGEFI EUR0.52
0NV4,TOD`S SPA EUR2
0NV5,UPM-KYMMENE OYJ NPV
0NV7,VIDRALA SA EUR1.02
0NVC,DANSKE BANK A/S DKK10
0NVL,UBISOFT ENTERTAINMENT NPV
0NVQ,BUZZI UNICEM SPA EUR0.60
0NVV,HERA SPA EUR1
0NW1,PLASTIC OMNIUM(CIE) EUR0.5
0NW2,RANDSTAD HLDGS EUR0.10
0NW4,SAP AG ORD NPV
0NW7,SIXT AG ORD NPV
0NW8,SIXT AG NON VTG PRF NPV
0NWF,AIR LIQUIDE(L') EUR5.50
0NWJ,BANCA POPOLARE DI SONDRIO EUR3
0NWV,SCHNEIDER ELECTRIC EUR8
0NWW,SKF AB SER`A`NPV
0NWX,SKF AB SER`B`NPV
0NX0,TRIGANO EUR4.25678
0NX1,AALBERTS INDUSTRIES EUR0.25
0NX2,ABB LTD CHF1.03
0NX3,ASM INTERNATIONAL NV EUR0.04
0NXR,RAIFFEISEN BANK INTL AG NPV (REGD)
0NXX,DAIMLER AG ORD NPV(REGD)
0NY3,STEF-TFE EUR1
0NY8,VEOLIA ENVIRONNEMENT EUR5
0NYH,EBRO FOODS SA EUR0.60
0NYZ,BERTRANDT AG NPV
0NZ7,MAYR-MELNHOF KARTON AG NPV
0NZF,CEZ CZK100
0NZM,L`OREAL EUR0.20
0NZR,SOLVAY S.A. NPV
0NZT,UCB S.A. NPV
0NZY,ECKERT & ZIEGLER ORD NPV
0O05,SCHOELLER BLECKMANN OILFIELD EUR1
0O0C,ASTARTA HOLDING NV EUR0.01
0O0F,CANCOM IT SYSTEM AG NPV
0O0J,LEONI AG NPV
0O0N,SCHOUW & CO DKK10 SER`B`
0O0U,BAYERISCHE MOTOREN WERKE AG EUR1
0O0V,BAYERISCHE MOTOREN WERKE AG NON VTG PREF
0O14,MERCK KGAA NPV
0O1C,THYSSENKRUPP AG NPV
0O1O,VETO PROMESSES EUR2.5
0O1R,FRAPORT AG NPV
0O1W,SAS AB NPV
0O26,HEINEKEN NV EUR1.60
0O27,DR HOENLE AG NPV
0O2B,GRUPPO MUTUIONLINE SPA NPV
0O2D,SARAS RAFFINERIE SARDE SPA NPV
0O2T,CFE NPV
0O2X,IMMSI SPA EUR0.52
0O33,OENEO EUR1(REGD)
0O46,NESTE OIL NPV
0O4B,VAN LANSCHOT NV CLASS`A`EUR1
0O4N,SAF HOLLAND NPV
0O59,SANOFI-AVENTIS EUR2
0O5C,AUSTRIA TECHNOLOGY SYSTEMTECHNIK NPV
0O5H,ELEKTA SER`B`NPV
0O6D,MIQUEL Y COSTAS MIQUEL EUR2
0O6Z,CDON GROUP AB NPV
0O76,AP MOLLER-MAERSK A/S `A`DKK1000
0O77,AP MOLLER-MAERSK A/S `B`DKK1000
0O7A,M-REAL OYJ `B`ORD EUR1.70
0O7D,YARA INTERNATIONAL ASA NOK1.7
0O7J,CORTICEIRA AMORIM-SOCIEDADE GESTORA EUR1
0O80,BAINS MER MONACO EUR1
0O84,DNB NOR ASA NOK10
0O87,TELEFONAKTIEBOLAGET LM ERICSSON NPV
0O8D,KGHM POLSKA MIEDZ PLN10 BR
0O8F,KONINKLIJKE KPN NV EUR0.24
0O8G,MDXHEALTH SA NPV
0O8V,KONINKLIJKE VOPAK EUR0.50
0O93,HALDEX AB ORD NPV
0O9B,ALMIRALL SA EUR0.12
0O9C,COMPAGNIE DU BOIS SAUVAGE SA NPV
0O9P,SEMCON AB ORD NPV
0O9Q,ALSTRIA OFFICE REIT-AG NPV (BR)
0O9Y,HIGH CO EUR0.50
0OA4,STORE ELECTRONIC SYSTEMS EUR2
0OA7,ASSYSTEM SA EUR1
0OA9,NOLATO AB SER`B`NPV
0OAL,AMERICAN INTERNATIONAL GROUP INC COM STK
0OAW,MARINE HARVEST ASA NOK0.75
0OB3,VIVALIS EUR0.15
0OBQ,DEUTSCHE WOHNEN AG NEW NPV
0OC2,HEIDELBERGER DRUCKMASCHINEN AG NPV
0OCQ,TRANSGENE NPV
0OEY,D AMICO INTERNATIONAL SHIPPING NPV
0OF7,ENERGIAS DE PORTUGAL SA EUR1
0OFM,MICHELIN(CIE GLE DES ETABL.) EUR2(REGD)
0OFP,NCC SER`B`NPV
0OFR,POLISH OIL & GAS PLN1
0OFU,SACYR VALLEHERMOSO SA EUR1
0OG6,SECHE ENVIRONNEMENT EUR0.20
0OGG,PONCIN YACHTS EUR5
0OGK,SUBSEA 7 SA COM STK USD2
0OGQ,AMREST HLDGS N.V. EUR0.01
0OHG,NH HOTELES S.A. EUR2
0OIQ,ACERINOX SA ORD EUR0.25
0OIR,ALK-ABELLO A/S DKK10 ORD `B`
0OJA,FLSMIDTH & CO AS DKK20
0OJC,GJENSIDIGE FORSIKRING ASA NOK2
0OJX,TERNA ENERGY SA EUR0.30
0OKR,HELLENIC EXCHANGES HLDGS EUR1.75
0OLD,ADIDAS AG NPV
0OLF,APERAM ORD
0OLG,BAUER AG NPV
0OMK,ESSILOR INTERNATIONAL EUR0.18
0ON7,D`IETEREN NV NPV
0ONG,FINMECCANICA SPA EUR4.4
0ONY,TECNOTREE OYJ NPV
0OO9,FRESENIUS AG NPV
0OOJ,ORDINA NV EUR0.10
0OP0,GILDEMEISTER AG NPV
0OPA,VILLEROY & BOCH NON VTG PREF NPV
0OPE,GECINA EUR7.50
0OPJ,ABC ARBITRAGE EUR0.016
0OPS,KORIAN EUR5
0OPY,PARROT SA EUR0.1524
0OQ0,PIERRE & VACANCES EUR10
0OQJ,BEKAERT SA NPV
0OQV,FRANCE TELECOM EUR4
0OQX,GRAMMER AG NPV
0OR4,XING AG NPV
0P2N,
0P2W,
0P6M,
0P6O,
0P6S,
0QB8,
0QFT,
0QLR,
0QMW,
0QR4,
0QVM,
0QWC,
0R0X,
0R2V,
0R3T,
0R8P,
0R9C,
0RBE,
0RBK,
0RCL,
0RDU,
0RI5,
0RIC,
0RNU,
0RPK,
0RRB,
0RVI,
0YP5,
1SN,
31CM,TESCO 5.5% NTS 13/1/33 GBP(VAR)
31JR,ANNUITIES 2.75%
32DX,B.A.T.INTERNATIONAL FINANCE 3.625% GTD
32OW,BRIT INSURANCE HOLDINGS PLC 6.625%/VAR
35UX,JAPAN BANK FOR INTERNATIONAL COOP 4.375%
36EL,GLAXOSMITHKLINE CAPITAL 4% NTS 16/06/25
36SI,AUSTRALIA & NEW ZEALAND BANK GROUP 4.75%
38HR,MUCKLOW(A.& J.)GROUP 11.5% 1ST MTG DEB
3EC,FT-SE E300 Euro Blanc
3IN,3I INFRASTRUCTURE LTD ORD NPV WI
3XEC,FT-SE E300 ex-Euro Blanc
3XUK,FT-SE E300 ex-UK Index
40EM,HBOS 4.50% STEP-UP SUB NTS 18/03/30
43AI,SANDVIK AB 6.875% NTS 25/02/14 EUR50000
43FC,BARCLAYS BANK PLC 0% NTS 30/04/14
43FO,STANDARD CHARTERED 5.75% NTS 30/04/14
43FS,BARCLAYS BANK PLC 5% NTS 23/06/14 GBP1
43YQ,HSBC BANK PLC GAZELS0010T2 21/09/12(ACCS
43ZV,LLOYDS TSB BANK PLC 3.25% NTS 26/11/12
47IE,S & U 31.5% CUM PRF 12 1/2P
4BB,
4EU5,FT-SE 4Good Europe 50 Index
4GBL,
4GEU,FT-SE 4Good Europe Index
4GGL,FT-SE 4Good Global Index
4GJA,
4GL1,FT-SE 4Good Global 100 Index
4GUK,FT-SE 4Good UK Index
4GUS,FT-SE 4Good US Index
4UK5,FT-SE 4Good UK 50 Index
4US1,FT-SE 4Good US 100 Index
51QM,CYPRUS(REPUBLIC OF) 3.75% NTS 03/06/13
52AF,EDF ENERGY NETWORKS(SPN) 5.5% SNR NTS
53GW,FULLER SMITH & TURNER 6% 1ST CUM PRF
54HG,MERRILL LYNCH & CO INC FLTG RATE NTS
59RF,FINLAND(REPUBLIC OF) 1.5% NTS 16/05/11
59UI,BARCLAYS BANK PLC 4% NTS 14/05/14 GBP1
61HC,ITALY(REPUBLIC OF) 6.875% DEBS 27/9/2023
64DE,HSBC HLDGS 5.75% EUR MED TRM NTS
68TU,VATTENFALL TREASURY AB 5.375% GTD NTS
68WN,ROTHSCHILD CONTINUATION FINANCE
70ZL,VODAFONE GROUP FLTG RATE NTS 06/06/14
72NS,BRITISH TELECOMMUNICATIONS 5.75% BDS
73NA,EUROPEAN BANK FOR REC & DEV 5.625% NOTES
73ZF,HBOS TREASURY SERVICES 4.625% NTS
76AQ,NATIONAL GRID 6.50% INST 22/04/14
79SG,NESTLE HLDGS INC 5% NTS 31/01/11
7DIG,7Digital Group PLC
81CA,TOPPAN PRINTING CO 0% CNV BDS 29/03/24
82HM,URUGUAY 7.625% BDS 21/03/36 USD1
83GI,GLAXOSMITHKLINE CAPITAL 5.25% NTS
888,888 holdings ord gbp0.005
88E,88 Energy
88FH,BARCLAYS BANK PLC FRN 24/07/14 EUR1000
88GQ,SCOTTISH & SOUTHERN ENERGY 8.375% NTS
