Co_ID;PO ID;Exchange;Name;" Root
Ticker "; MarketCap ; OutstandingShares ;Sector; Sub-Sector ;"HQ
Location";"HQ
Region";Listing Type;Listing Date;Interlisted;OTC;CPC;CompositeIndex;2024 Venture 50;USA City;Asia Region;Israel Related;Clean Technology Primary Industry;Cleantech Sub-Sector;"Consumer Products & Services
Sub-Sector"; Life Sciences Sub-Sector ; Real Estate Sub-Sector ; Technology Sub-Sector ;Trust; Volume ; Value ; Trades ; MonthsTrading 
V-04254;1175190;TSXV;Macarthur Minerals Limited;MMS; 9 983 276 ; 199 665 510 ;Mining;;Australia;Australia/NZ/PNG;TSX Comedown;20150625;ASX;OTCQB;;;;;;;;;;;;;; 10 040 074 ; 745 389 ; 793 ;11
V-01192;1008887;TSXV;MacDonald Mines Exploration Ltd.;BMK; 1 332 701 ; 38 077 158 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 8 242 925 ; 349 637 ; 636 ;11
V-01257;32714;TSXV;Madoro Metals Corp.;MDM; 1 790 934 ; 89 546 716 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 3 860 750 ; 88 051 ; 168 ;11
V-03887;1149770;TSXV;Magna Mining Inc.;NICU; 256 859 753 ; 175 931 338 ;Mining;;ON;Canada;QT from NEX;20210511;;OTCQB;Y;Y;;;;;;;;;;;; 47 938 027 ; 41 828 439 ; 33 957 ;11
V-01396;1074410;TSXV;Magna Terra Minerals Inc.;MTT; 2 077 947 ; 83 117 865 ;Mining;;ON;Canada;RTO;20200814;;;;;;;;;;;;;;;; 19 030 280 ; 503 578 ; 722 ;11
V-00248;1013706;TSXV;Magnetic North Acquisition Corp.;MNC; 7 139 269 ; 60 704 841 ;Financial Services;;AB;Canada;RTO from NEX;20191022;;;;;;;;;;;;;;;; 477 287 ; 46 179 ; 158 ;8
V-03876;1149430;TSXV;Magnum Goldcorp Inc.;MGI; 482 747 ; 9 654 937 ;Mining;;BC;Canada;QT;20131113;;;Y;;;;;;;;;;;;; 5 605 609 ; 79 768 ; 285 ;11
V-01204;38513;TSXV;Majestic Gold Corp.;MJS; 83 413 150 ; 1 042 664 381 ;Mining;;BC;Canada;;;;;;Y;;;;;;;;;;;; 73 835 656 ; 5 432 968 ; 2 246 ;11
V-02395;1101079;TSXV;Mako Mining Corp.;MKO; 240 554 328 ; 79 129 713 ;Mining;;BC;Canada;Other;20181114;;OTCQX;;Y;;;;;;;;;;;; 8 730 596 ; 27 024 392 ; 11 575 ;11
V-03773;1146400;TSXV;Mammoth Resources Corp.;MTH; 1 683 244 ; 67 329 753 ;Mining;;ON;Canada;QT;20111228;;;Y;;;;;;;;;;;;; 5 232 849 ; 87 590 ; 228 ;11
V-04944;1186575;TSXV;Mandala Capital Inc.;MAN.P; 273 300 ; 9 110 000 ;CPC;;BC;Canada;IPO/CPC;20230208;;;Y;;;;;;;;;;;;; 105 000 ; 5 250 ; 3 ;3
V-04873;1186235;TSXV;Mandeville Ventures Inc.;MAND.P; 1 592 940 ; 26 549 000 ;CPC;;ON;Canada;IPO/CPC;20220421;;;Y;;;;;;;;;;;;; 75 871 ; 1 478 ; 20 ;4
V-02863;1118681;TSXV;Manganese X Energy Corp.;MN; 4 319 816 ; 143 993 865 ;Mining;;QC;Canada;QT;20101213;;OTCQB;Y;;;;;;;;;;;;; 21 391 212 ; 1 488 052 ; 3 200 ;11
V-01209;1062996;TSXV;Manitex Capital Inc.;MNX; 1 444 547 ; 12 561 276 ;Financial Services;;QC;Canada;;;;;;;;;;;;;;;;;; 110 712 ; 17 718 ; 31 ;8
V-03831;1145850;TSXV;Maple Gold Mines Ltd.;MGM; 25 012 135 ; 454 766 099 ;Mining;;ON;Canada;IPO;20110809;;OTCQB;;;;;;;;;;;;;; 36 809 429 ; 2 446 440 ; 3 282 ;11
V-04222;1169230;TSXV;Maple Peak Investments Inc.;MAP; 590 000 ; 59 000 000 ;Financial Services;Gaming;BC;Canada;QT;20160714;;;Y;;;;;;;;;;;;; 262 785 ; 6 490 ; 21 ;5
V-03860;1148515;TSXV;Margaret Lake Diamonds Inc.;DIA; 2 655 088 ; 4 741 229 ;Mining;;BC;Canada;QT from NEX;20140421;;;Y;;;;;;;;;;;;;;;;
V-02892;1118969;TSXV;Maritime Resources Corp.;MAE; 45 705 574 ; 831 010 437 ;Mining;;BC;Canada;QT;20101006;;;Y;;;;;;;;;;;;; 59 340 772 ; 2 696 404 ; 3 208 ;11
V-01226;1023218;TSXV;Marksmen Energy Inc.;MAH; 2 113 984 ; 211 398 380 ;Oil & Gas;;AB;Canada;;;;OTCQB;;;;;;;;;;;;;; 23 221 641 ; 221 480 ; 572 ;11
V-00540;17297;TSXV;Martello Technologies Group Inc.;MTLO; 8 155 611 ; 543 707 430 ;Technology;;ON;Canada;RTO from NEX;20180912;;;;;;;;;;;;;; Internet Software & Services ;; 19 029 250 ; 261 148 ; 893 ;11
V-04539;1182517;TSXV;Marvel Biosciences Corp.;MRVL; 6 941 866 ; 44 786 231 ;Life Sciences;;AB;Canada;QT;20210712;;OTCQB;Y;;;;;;;;; Biotechnology ;;;; 10 000 207 ; 1 302 586 ; 1 460 ;11
V-00995;32138;TSXV;Marvel Discovery Corp.;MARV; 2 225 703 ; 148 380 231 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 28 190 068 ; 739 519 ; 1 032 ;11
V-04664;1184055;TSXV;Marwest Apartment Real Estate Investment Trust;MAR; 6 146 870 ; 8 657 564 ;Real Estate;;MB;Canada;QT;20210505;;;Y;;;;;;;;;; Industrial/Office/Retail/Residential ;; Y ; 1 132 730 ; 867 002 ; 403 ;11
V-01230;25992;TSXV;MAS Gold Corp.;MAS; 5 763 227 ; 384 215 132 ;Mining;;BC;Canada;;19870923;;;;;;;;;;;;;;;; 22 473 099 ; 263 201 ; 315 ;11
V-03859;1146290;TSXV;Masivo Silver Corp.;MASS; 1 482 858 ; 42 367 367 ;Mining;;AZ;USA;QT;20131003;;;Y;;;Scottsdale;;;;;;;;;; 13 593 111 ; 846 278 ; 1 271 ;11
V-03823;1148145;TSXV;Mason Resources Inc.;LLG; 7 064 629 ; 141 292 585 ;Financial Services;Mining Services;QC;Canada;QT;20121030;;OTCQX;Y;;;;;;;;;;;;; 17 932 082 ; 1 837 972 ; 3 117 ;11
V-01231;1063108;TSXV;Matachewan Consolidated Mines, Limited;MCM; 3 484 607 ; 12 445 025 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 372 589 ; 85 925 ; 70 ;10
V-05023;1187951;TSXV;Mawson Finland Limited;MFL; 36 195 447 ; 19 050 235 ;Mining;;Finland;UK/Europe;IPO;20240819;;;;;;;;;;;;;;;; 1 740 636 ; 3 695 826 ; 1 153 ;4
MAW0001;1187915;TSXV;Mawson Gold Limited;MAW; 312 261 086 ; 306 138 320 ;Mining;;BC;Canada;TSX Comedown;20240104;;;;Y;;;;;;;;;;;; 48 627 859 ; 34 195 513 ; 15 330 ;11
V-01175;1023635;TSXV;MAX Resource Corp.;MAX; 8 994 216 ; 179 884 325 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 35 007 468 ; 3 873 239 ; 3 753 ;11
V-04874;1185661;TSXV;Mayfair Acquisition Corporation;MFA.P; 122 050 ; 8 136 668 ;CPC;;NJ;USA;IPO/CPC;20220405;;;Y;;;Jersey City;;;;;;;;;; 125 000 ; 5 198 ; 16 ;6
V-04701;1184640;TSXV;Mayfair Gold Corp.;MFG; 207 567 413 ; 109 246 007 ;Mining;;ON;Canada;IPO;20210322;;OTCQX;;Y;;;;;;;;;;;; 11 083 506 ; 23 207 222 ; 6 481 ;11
V-01244;1057631;TSXV;McChip Resources Inc.;MCS; 5 139 086 ; 5 710 096 ;Oil & Gas;;ON;Canada;;;;;;;;;;;;;;;;;; 77 614 ; 58 818 ; 91 ;10
V-04349;1179405;TSXV;MCF Energy Ltd.;MCF; 18 453 617 ; 283 901 804 ;Oil & Gas;;BC;Canada;Other;20170602;;OTCQX;;;;;;;;;;;;;; 80 823 146 ; 16 990 112 ; 11 788 ;11
V-04964;1187275;TSXV;MDK Acquisition Inc.;MDK.P; 310 500 ; 6 210 001 ;CPC;;BC;Canada;IPO/CPC;20230628;;;Y;;;;;;;;;;;;; 242 000 ; 20 766 ; 33 ;8
V-03107;1133312;TSXV;Medicure Inc.;MPH; 10 227 587 ; 10 436 313 ;Life Sciences;;MB;Canada;TSX Comedown;20100329;;;;;;;;;;;; Biotechnology ;;;; 511 221 ; 557 309 ; 382 ;11
V-04986;1187610;TSXV;Medicus Pharma Ltd.;MDCX; 39 048 408 ; 10 846 780 ;Life Sciences;;PA;USA;Other;20231011;;;;;;Philadelphia;;;;;; Biotechnology ;;;; 437 631 ; 1 203 209 ; 1 126 ;11
V-01246;1044237;TSXV;MedMira Inc.;MIR; 61 268 600 ; 720 807 062 ;Life Sciences;;NS;Canada;;;;;;;;;;;;;; Healthcare Facilities and Equipment ;;;; 10 693 282 ; 935 033 ; 1 573 ;11
V-02738;1085717;TSXV;MedX Health Corp.;MDX; 17 514 679 ; 269 456 602 ;Life Sciences;;ON;Canada;IPO;20080212;;;;;;;;;;;; Healthcare Facilities and Equipment ;;;; 26 421 085 ; 1 589 712 ; 2 257 ;11
V-04750;1185135;TSXV;MEED Growth Corp.;MEED.P; 1 350 000 ; 13 500 000 ;CPC;;BC;Canada;IPO/CPC;20210630;;;Y;;;;;;;;;;;;; 108 500 ; 8 758 ; 12 ;3
V-01259;1074399;TSXV;Melkior Resources Inc.;MKR; 2 781 396 ; 34 767 447 ;Mining;;QC;Canada;;;;;;;;;;;;;;;;;; 7 506 098 ; 763 830 ; 1 127 ;11
V-00091;41920;TSXV;MENE Inc.;MENE; 16 494 880 ; 149 953 459 ;Consumer Products & Services;;ON;Canada;RTO from NEX;20181106;;;;;;;;;;;Consumer Discretionary;;;;; 11 270 986 ; 1 606 778 ; 2 247 ;11
V-04849;1185970;TSXV;Meraki Acquisition One, Inc.;MRKI.P; 154 000 ; 4 400 000 ;CPC;;FL;USA;IPO/CPC;20220214;;;Y;;;Gainesville;;;;;;;;;; 246 000 ; 8 310 ; 22 ;1
V-04723;1184805;TSXV;Metal Energy Corp.;MERG; 5 334 614 ; 118 546 980 ;Mining;;ON;Canada;QT;20211129;;OTCQB;Y;;;;;;;;;;;;; 46 308 998 ; 1 571 878 ; 1 887 ;11
V-04609;1183045;TSXV;Metalero Mining Corp.;MLO; 1 976 787 ; 13 633 017 ;Mining;;AB;Canada;QT;20200910;;;Y;;;;;;;;;;;;; 1 334 397 ; 52 030 ; 126 ;11
V-01269;18225;TSXV;Metalex Ventures Ltd.;MTX; 7 033 438 ; 234 447 918 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 32 337 875 ; 453 041 ; 945 ;11
V-04409;1179915;TSXV;Metalla Royalty & Streaming Ltd.;MTA; 391 310 705 ; 91 856 973 ;Mining;;BC;Canada;Other;20180202;NYSE Mkt;;;Y;;;;;;;;;;;; 9 400 985 ; 38 903 704 ; 29 294 ;11
V-03775;1141470;TSXV;Metallic Minerals Corp.;MMG; 24 697 636 ; 176 411 685 ;Mining;;BC;Canada;IPO;20110519;;OTCQB;;;;;;;;;;;;;; 20 947 543 ; 5 400 199 ; 6 181 ;11
V-02627;1115907;TSXV;Metallis Resources Inc.;MTS; 18 826 251 ; 75 305 003 ;Mining;;BC;Canada;QT;20090504;;OTCQB;Y;;;;;;;;;;;;; 21 713 062 ; 2 872 161 ; 2 614 ;11
V-04318;1178355;TSXV;Metalore Resources Limited;MET; 5 236 353 ; 1 775 035 ;Oil & Gas;;ON;Canada;TSX Comedown;20161114;;;;;;;;;;;;;;;; 31 443 ; 87 193 ; 62 ;11
V-00617;42136;TSXV;Metalquest Mining Inc.;MQM; 1 884 035 ; 26 914 788 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 690 500 ; 37 697 ; 109 ;11
V-00632;1099221;TSXV;Metals Creek Resources Corp.;MEK; 5 497 899 ; 183 263 296 ;Mining;;ON;Canada;QT from NEX;20080128;;;Y;;;;;;;;;;;;; 37 960 999 ; 1 063 039 ; 1 231 ;11
V-5032;1187620;TSXV;Metavista3D Inc.;DDD; 193 278 376 ; 112 371 149 ;Technology;;ON;Canada;Other;20241028;;;;;;;;;;;;;; Hardware & Equipment ;; 239 119 ; 274 077 ; 194 ;2
V-02841;1114745;TSXV;Mexican Gold Mining Corp.;MEX; 743 200 ; 21 234 278 ;Mining;;BC;Canada;IPO;20080602;;OTCQB;;;;;;;;;;;;;; 5 020 860 ; 262 329 ; 497 ;11
V-04761;1185210;TSXV;Michichi Capital Corp.;MCCP.P; 420 000 ; 2 100 000 ;CPC;;AB;Canada;IPO/CPC;20210715;;;Y;;;;;;;;;;;;;;;;
V-02479;1112078;TSXV;Midland Exploration Inc.;MD; 30 839 119 ; 86 870 758 ;Mining;;QC;Canada;Other;20070302;;;;;;;;;;;;;;;; 8 352 622 ; 2 923 274 ; 3 270 ;11
V-02718;1113692;TSXV;Midnight Sun Mining Corp.;MMA; 77 573 546 ; 166 824 831 ;Mining;;BC;Canada;QT;20100512;;OTCQB;Y;;;;;;;;;;;;; 41 096 941 ; 13 859 078 ; 6 682 ;11
V-00652;29078;TSXV;Miivo Holdings Corp.;MIVO; 8 570 251 ; 19 045 002 ;Financial Services;;AB;Canada;;;;;;;;;;;;;;;;;; 111 454 ; 40 573 ; 52 ;9
V-04291;1176010;TSXV;Millennial Potash Corp.;MLP; 22 781 440 ; 71 192 000 ;Mining;;BC;Canada;QT from NEX;20201110;;OTCQB;Y;;;;;;;;;;;;; 18 779 011 ; 4 721 827 ; 3 176 ;11
V-02465;1109122;TSXV;Millennium Silver Corp.;MSC; 1 107 526 ; 221 505 226 ;Mining;;BC;Canada;Other;20070226;;;;;;;;;;;;;;;; 5 369 546 ; 27 713 ; 390 ;11
V-04524;1181905;TSXV;MiMedia Holdings Inc.;MIM; 10 050 551 ; 40 202 202 ;Technology;;NY;USA;QT;20220322;;;Y;;;New York;;;;;;;; Internet Software & Services ;; 10 599 488 ; 3 029 101 ; 1 664 ;11
V-01286;1023102;TSXV;Minaean SP Construction Corp.;MSP; 923 773 ; 61 584 879 ;Industrial Products & Services;;BC;Canada;;;;;;;;;;;;;;;;;; 2 866 907 ; 38 942 ; 185 ;11
V-03086;1122915;TSXV;Minaurum Gold Inc.;MGG; 79 342 535 ; 396 712 674 ;Mining;;BC;Canada;Other;20100225;;OTCQX;;Y;;;;;;;;;;;; 58 364 218 ; 14 486 677 ; 12 071 ;11
V-04343;1178470;TSXV;Minco Capital Corp.;MMM; 2 171 544 ; 43 430 881 ;Mining;;BC;Canada;TSX Comedown;20170501;;OTCQB;;;;;;;;;;;;;; 2 791 486 ; 140 600 ; 247 ;11
V-04787;1185315;TSXV;Minehub Technologies Inc.;MHUB; 24 623 995 ; 76 949 983 ;Technology;Mining Services;BC;Canada;Other;20210907;;OTCQB;;;;;;;;;;;; Software ;; 19 913 750 ; 3 562 090 ; 3 295 ;11
V-02340;1105685;TSXV;Minera Alamos Inc.;MAI; 132 232 674 ; 448 246 353 ;Mining;;ON;Canada;TSX Comedown;20100511;;OTCQX;;Y;;;;;;;;;;;; 87 350 610 ; 28 008 678 ; 15 520 ;11
V-01289;15667;TSXV;Mineral Hill Industries Ltd.;MHI; 852 992 ; 21 324 807 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 973 474 ; 51 557 ; 166 ;11
V-04410;1180685;TSXV;Mines D’or Orbec Inc.;BLUE; 3 878 540 ; 86 189 788 ;Mining;;ON;Canada;QT;20200214;;;Y;;;;;;;;;;;;; 11 934 556 ; 781 445 ; 892 ;11
V-04753;1185025;TSXV;MiniLuxe Holding Corp.;MNLX; 38 605 958 ; 56 773 468 ;Consumer Products & Services;;MA;USA;QT;20211208;;OTCQX;Y;;Y;Boston;;;;;Consumer Discretionary;;;;; 566 264 ; 227 607 ; 323 ;11
V-04788;1185445;TSXV;Mink Ventures Corporation;MINK; 1 684 237 ; 22 456 488 ;Mining;;ON;Canada;QT;20230104;;;Y;;;;;;;;;;;;; 2 789 077 ; 284 854 ; 537 ;11
V-03664;1108683;TSXV;Minnova Corp.;MCI; 3 144 968 ; 69 888 176 ;Mining;;ON;Canada;Other;20101104;;;;;;;;;;;;;;;; 8 389 116 ; 581 814 ; 820 ;8
V-02888;1118204;TSXV;Minsud Resources Corp.;MSR; 115 463 961 ; 164 948 515 ;Mining;;Argentina;Latin America;QT from NEX;20110525;;;Y;Y;;;;;;;;;;;; 837 137 ; 690 956 ; 360 ;11
V-01290;1023196;TSXV;Mint Corporation (The);MIT; 5 900 000 ; 236 000 000 ;Technology;;ON;Canada;;;;;;;;;;;;;;;; Fintech ;; 608 027 ; 20 678 ; 162 ;4
V-01296;1099872;TSXV;Mirasol Resources Ltd.;MRZ; 41 943 466 ; 84 734 274 ;Mining;;BC;Canada;Other;20050504;;;;;;;;;;;;;;;; 7 151 112 ; 3 520 802 ; 1 892 ;11
V-05028;1188415;TSXV;Mithril Silver and Gold Limited;MSG; 50 457 933 ; 144 165 522 ;Mining;;Australia;Australia/NZ/PNG;Other;20240927;ASX;;;;;;;;;;;;;;; 185 669 ; 75 372 ; 34 ;2
V-04762;1185080;TSXV;MIZA III Ventures Inc.;MIZA.P; 2 624 500 ; 18 100 000 ;CPC;;BC;Canada;IPO/CPC;20210719;;;Y;;;;;;;;;;;;; 17 149 ; 2 441 ; 7 ;4
V-02891;1118519;TSXV;Mkango Resources Ltd.;MKA; 44 255 536 ; 295 036 906 ;Mining;;AB;Canada;QT;20110106;AIM;;Y;;;;;;;;;;;;; 2 402 866 ; 278 881 ; 358 ;11
V-04417;1180660;TSXV;MOBI724 Global Solutions Inc.;MOS; 3 317 446 ; 331 744 631 ;Technology;;QC;Canada;Other;20180314;;;;;;;;;;;;;; Fintech ;;;;;
V-00716;1044476;TSXV;Mobio Technologies Inc.;MBO; 212 916 ; 42 583 260 ;Technology;;BC;Canada;;;;;;;;;;;;;;;; Internet Software & Services ;;;;;
V-05016;1187145;TSXV;Mogotes Metals Inc.;MOG; 31 789 844 ; 205 095 768 ;Mining;;ON;Canada;Other;20240612;;;;;;;;;;;;;;;; 58 186 885 ; 8 805 286 ; 4 873 ;6
V-04912;1186525;TSXV;Monaghan Capital Fund Ltd.;EIRE.P; 122 880 ; 12 288 000 ;CPC;;BC;Canada;IPO/CPC;20220808;;;Y;;;;;;;;;;;;; 534 471 ; 15 685 ; 58 ;7
V-01455;1092234;TSXV;Monarca Minerals Inc.;MMN; 632 773 ; 126 554 606 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 19 328 824 ; 115 400 ; 404 ;11
V-04808;1185560;TSXV;Monarch West Ventures Inc.;MONA.P; 1 690 000 ; 26 000 000 ;CPC;;BC;Canada;IPO/CPC;20211123;;;Y;;;;;;;;;;;;; 2 211 884 ; 107 532 ; 125 ;10
V-04098;1141295;TSXV;Mongolia Growth Group Ltd.;YAK; 34 792 199 ; 25 771 999 ;Real Estate;;ON;Canada;Other;20130109;;;;;;;;;;;;; Industrial/Office/Retail/Residential ;;; 4 710 627 ; 6 972 954 ; 2 425 ;11
V-04671;1184300;TSXV;Montage Gold Corp.;MAU; 769 348 720 ; 344 999 426 ;Mining;;BC;Canada;IPO;20201023;;OTCQX;;Y;;;;;;;;;;;; 80 852 435 ; 138 368 943 ; 70 254 ;11
V-04095;1161506;TSXV;Montauk Metals Inc.;MTK; 208 140 ; 41 627 979 ;Mining;;ON;Canada;Other;20130121;;;;;;;;;;;;;;;; 3 543 424 ; 38 183 ; 164 ;11
V-03729;1118527;TSXV;Montero Mining and Exploration Ltd.;MON; 16 289 967 ; 50 122 975 ;Mining;;BC;Canada;IPO;20110215;;;;;;;;;;;;;;;; 31 951 243 ; 9 141 928 ; 3 924 ;11
V-02778;1117741;TSXV;Montfort Capital Corp.;MONT; 11 257 247 ; 110 303 276 ;Financial Services;;BC;Canada;QT;20091029;;OTCQB;Y;;;;;;;;;;;;; 4 082 389 ; 653 277 ; 679 ;11
V-01301;1023346;TSXV;Monument Mining Limited;MMY; 85 389 606 ; 328 421 563 ;Mining;;BC;Canada;RTO;20070709;;;;;;;;;;;;;;;; 43 187 387 ; 8 241 206 ; 4 855 ;11
V-04718;1184545;TSXV;Monumental Energy Corp.;MNRG; 2 591 430 ; 57 587 327 ;Mining;;BC;Canada;IPO;20210430;;;;;;;;;;;;;;;; 12 902 907 ; 967 331 ; 2 159 ;10
V-04637;1183745;TSXV;Moon River Moly Ltd.;MOO; 13 513 600 ; 32 960 000 ;Mining;;ON;Canada;QT;20231120;;;Y;;;;;;;;;;;;; 3 105 802 ; 2 454 153 ; 1 254 ;11
V-03971;1117917;TSXV;Moovly Media Inc.;MVY; 1 950 296 ; 195 029 573 ;Technology;;Belgium;UK/Europe;COB;20160802;;OTCQB;;;;;;;;;;;; Software ;; 40 322 157 ; 1 051 578 ; 827 ;11
V-00228;1088969;TSXV;Morien Resources Corp.;MOX; 13 077 165 ; 51 282 999 ;Mining;;NS;Canada;RTO;20121109;;;;;;;;;;;;;;;; 2 279 744 ; 773 924 ; 733 ;11
V-01314;1020730;TSXV;MTB Metals Corp.;MTB; 1 929 871 ; 128 658 055 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 26 327 608 ; 864 303 ; 1 174 ;11
V-01309;32494;TSXV;Multi-Metal Development Ltd.;MLY; 10 054 388 ; 251 359 690 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;;;;;
V-03869;1151510;TSXV;Mundoro Capital Inc.;MUN; 18 926 727 ; 105 148 484 ;Mining;;BC;Canada;TSX Comedown;20110930;;OTCQB;;;;;;;;;;;;;; 10 515 083 ; 1 913 702 ; 1 848 ;11
V-04419;1180810;TSXV;Murchison Minerals Ltd.;MUR; 3 911 595 ; 260 773 022 ;Mining;;ON;Canada;Other;20180322;;OTCQB;;;;;;;;;;;;;; 35 802 039 ; 986 392 ; 1 147 ;11
V-04929;1186855;TSXV;MustGrow Biologics Corp.;MGRO; 91 372 996 ; 49 659 237 ;Life Sciences;Agriculture;SK;Canada;Other;20221111;;OTCQB;;;;;;;;;; Biotechnology ;;;; 4 414 971 ; 5 231 751 ; 3 932 ;11
V-04356;1179336;TSXV;Namibia Critical Metals Inc.;NMI; 6 149 032 ; 204 967 732 ;Mining;;NS;Canada;TSX Comedown;20170704;;OTCQB;;;;;;;;;;;;;; 9 442 999 ; 388 742 ; 700 ;11
V-00385;1023852;TSXV;Namsys Inc.;CTZ; 30 087 380 ; 26 863 732 ;Technology;;ON;Canada;;;;;;;;;;;;;;;; Fintech ;; 2 018 591 ; 2 009 984 ; 941 ;11
V-04346;1179315;TSXV;Nanalysis Scientific Corp.;NSCI; 36 757 793 ; 113 100 903 ;Life Sciences;;AB;Canada;QT;20190613;;OTCQX;Y;;;;;;;;; Healthcare Technology ;;;; 11 161 705 ; 4 585 994 ; 3 914 ;11
V-05017;1188140;TSXV;Nations Royalty Corp.;NRC; 86 838 382 ; 144 730 637 ;Mining;;BC;Canada;Other;20240621;;;;;;;;;;;;;;;; 3 994 392 ; 3 085 365 ; 1 764 ;6
V-04513;1182050;TSXV;NAVCO Pharmaceuticals Inc.;NAV; 1 141 391 ; 57 069 541 ;Life Sciences;;ON;Canada;QT;20230418;;;Y;;;;;;;;; Biotechnology ;;;; 6 240 771 ; 246 631 ; 482 ;11
V-04492;1181535;TSXV;Navigator Acquisition Corp.;NAQ.P; 846 896 ; 16 937 920 ;CPC;;NY;USA;IPO/CPC;20180918;;;Y;;;New York;;;;;;;;;;;;;
V-05001;1187935;TSXV;Navion Capital II Inc.;NVN.P; 506 000 ; 4 600 000 ;CPC;;BC;Canada;IPO/CPC;20240229;;;Y;;;;;;;;;;;;; 95 134 ; 10 669 ; 11 ;6
V-02311;1106330;TSXV;NEO Battery Materials Ltd.;NBM; 103 125 318 ; 117 857 506 ;Clean Technology & Renewable Energy;;BC;Canada;COB;20240111;;;Y;;;;;;Technology;Low Impact Material and Products;;;;;; 39 370 526 ; 16 897 643 ; 9 679 ;11
V-04902;1185985;TSXV;Neoterrex Minerals Inc.;NTX; 7 680 899 ; 80 851 568 ;Mining;;ON;Canada;QT;20240109;;;Y;;;;;;;;;;;;; 13 110 829 ; 2 016 932 ; 1 037 ;11
V-04402;1180740;TSXV;Neptune Digital Assets Corp.;NDA; 105 412 155 ; 127 002 596 ;Technology;Blockchain/Cryptocurrency;BC;Canada;Other;20180119;;OTCQB;;;Y;;;;;;;;; Fintech ;; 68 729 228 ; 49 767 910 ; 28 819 ;11
V-04550;1182720;TSXV;Nervgen Pharma Corp.;NGEN; 201 784 388 ; 70 308 149 ;Life Sciences;;BC;Canada;IPO;20190313;;OTCQX;;Y;Y;;;;;;; Biotechnology ;;;; 16 912 851 ; 43 413 374 ; 34 564 ;11
V-03683;1140490;TSXV;Network Media Group Inc.;NTE; 1 693 347 ; 17 824 704 ;Comm. & Media;;BC;Canada;QT;20120103;;OTCQB;Y;;;;;;;;;;;;; 3 179 047 ; 669 364 ; 665 ;11
V-04618;1183535;TSXV;NeuPath Health Inc.;NPTH; 9 306 147 ; 56 400 893 ;Life Sciences;;ON;Canada;QT;20200706;;;Y;;;;;;;;; Healthcare Facilities and Equipment ;;;; 14 829 670 ; 2 573 841 ; 1 310 ;11
V-01692;1067356;TSXV;Nevada King Gold Corp.;NKG; 109 647 491 ; 378 094 795 ;Mining;;BC;Canada;RTO from NEX;20190211;;OTCQX;Y;Y;;;;;;;;;;;; 39 958 336 ; 13 486 101 ; 8 006 ;11
V-02901;1117697;TSXV;Nevada Sunrise Metals Corporation;NEV; 2 205 138 ; 110 256 876 ;Mining;;CA;USA;IPO;20080922;;;;;;Auburn;;;;;;;;;; 22 213 961 ; 900 503 ; 1 634 ;11
V-03839;1147195;TSXV;Nevada Zinc Corporation;NZN; 506 298 ; 101 259 575 ;Mining;;ON;Canada;IPO;20110803;;;;;;;;;;;;;;;; 12 182 559 ; 130 342 ; 304 ;5
V-03955;1152445;TSXV;Nevgold Corp.;NAU; 23 562 013 ; 94 248 051 ;Mining;;BC;Canada;RTO;20210629;;OTCQX;;;;;;;;;;;;;; 16 799 014 ; 5 974 117 ; 4 586 ;11
V-04177;1013089;TSXV;New Age Metals Inc.;NAM; 4 444 741 ; 55 559 259 ;Mining;;BC;Canada;TSX Comedown;20140114;;OTCQB;;;;;;;;;;;;;; 22 490 162 ; 1 080 828 ; 1 803 ;11
V-03718;1136860;TSXV;New Destiny Mining Corp.;NED; 678 170 ; 22 605 669 ;Mining;;BC;Canada;IPO;20110111;;;;;;;;;;;;;;;; 4 681 478 ; 312 602 ; 316 ;10
V-04399;1180260;TSXV;New Energy Metals Corp.;ENRG; 1 859 190 ; 4 647 974 ;Mining;;BC;Canada;IPO;20180125;;OTCQB;;;;;;;;;;;;;; 3 256 599 ; 362 840 ; 572 ;11
V-04656;1184000;TSXV;New Found Gold Corp.;NFG; 515 171 704 ; 198 907 994 ;Mining;;BC;Canada;IPO;20200811;NYSE Mkt;;;Y;;;;;;;;;;;; 51 379 478 ; 201 198 707 ; 135 356 ;11
V-04825;1185125;TSXV;New Media Capital 2.0 Inc.;NEME.P; 156 000 ; 7 800 000 ;CPC;;AB;Canada;IPO/CPC;20211221;;;Y;;;;;;;;;;;;;;;;
V-02558;1111048;TSXV;New Stratus Energy Inc.;NSE; 96 225 317 ; 133 646 273 ;Oil & Gas;;AB;Canada;Other;20070717;;;;;Y;;;;;;;;;;; 33 225 373 ; 19 731 279 ; 7 943 ;11
